jugador;equipo;partido_id;minuto;segundo;x;y;tipo_evento
Ilya Kutepov;Russia;7525;8;11;27;69;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;8;12;70;10;Block
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;8;14;38;19;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;8;16;49;14;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;8;16;38;18;Duel
Mario Figueira Fernandes;Russia;7525;8;16;83;63;Pass
Aleksandr Samedov;Russia;7525;8;17;86;74;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;8;17;32;23;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;8;19;46;5;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;8;19;46;5;Carry
Salem Mohammed Al Dawsari;Saudi Arabia;7525;8;19;48;6;Pass
Mario Figueira Fernandes;Russia;7525;8;19;69;76;Pressure
Salman Mohammed Al Faraj;Saudi Arabia;7525;8;20;56;12;Ball Receipt*
Salman Mohammed Al Faraj;Saudi Arabia;7525;8;20;56;12;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;8;22;64;4;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;8;22;53;75;Ball Recovery
Mario Figueira Fernandes;Russia;7525;8;22;53;75;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;8;23;69;8;Pressure
Mario Figueira Fernandes;Russia;7525;8;24;48;70;Pass
Igor Akinfeev;Russia;7525;8;27;12;58;Ball Receipt*
Igor Akinfeev;Russia;7525;8;27;12;58;Carry
Igor Akinfeev;Russia;7525;8;28;14;58;Pass
Alan Dzagoev;Russia;7525;8;31;73;34;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;8;31;48;46;Duel
Alan Dzagoev;Russia;7525;8;31;73;35;Pass
Aleksandr Golovin;Russia;7525;8;33;83;25;Ball Receipt*
Aleksandr Golovin;Russia;7525;8;33;83;25;Carry
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;8;37;15;58;Pressure
Aleksandr Golovin;Russia;7525;8;39;115;23;Pass
Mohammed Al Burayk;Saudi Arabia;7525;8;40;6;52;Clearance
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;8;41;11;59;Ball Recovery
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;8;41;11;59;Carry
Yuri Zhirkov;Russia;7525;8;41;106;21;Pressure
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;8;43;16;56;Dribble
Yuri Zhirkov;Russia;7525;8;43;105;25;Duel
Yuri Zhirkov;Russia;7525;8;43;105;25;Carry
Yuri Zhirkov;Russia;7525;8;45;107;26;Shot
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;8;45;2;42;Goal Keeper
Abdullah Ibrahim Otayf;Saudi Arabia;7525;8;45;13;56;Block
Yuri Zhirkov;Russia;7525;9;13;120;1;Pass
Taisir Jabir Al Jassim;Saudi Arabia;7525;9;16;17;25;Clearance
Salem Mohammed Al Dawsari;Saudi Arabia;7525;9;19;35;6;Ball Recovery
Salem Mohammed Al Dawsari;Saudi Arabia;7525;9;19;35;6;Carry
Alan Dzagoev;Russia;7525;9;23;66;70;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;9;24;65;7;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;9;30;119;73;Ball Receipt*
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;9;30;119;73;Carry
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;9;31;118;74;Dribble
Aleksandr Golovin;Russia;7525;9;31;3;7;Duel
Yuri Zhirkov;Russia;7525;9;55;8;1;Pass
Alan Dzagoev;Russia;7525;9;57;21;6;Ball Receipt*
Alan Dzagoev;Russia;7525;9;57;21;4;Pass
Yuri Zhirkov;Russia;7525;9;58;13;7;Ball Receipt*
Yuri Zhirkov;Russia;7525;9;58;13;7;Carry
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;9;58;108;73;Pressure
Yuri Zhirkov;Russia;7525;9;59;12;7;Pass
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;10;1;70;65;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;10;3;95;63;Ball Receipt*
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;10;3;96;60;Duel
Sergei Ignashevich;Russia;7525;10;3;25;21;Pass
Alan Dzagoev;Russia;7525;10;4;39;5;Ball Receipt*
Alan Dzagoev;Russia;7525;10;4;39;5;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;10;5;74;74;Pressure
Alan Dzagoev;Russia;7525;10;5;40;6;Pass
Fyodor Smolov;Russia;7525;10;6;54;6;Ball Receipt*
Fyodor Smolov;Russia;7525;10;6;54;6;Carry
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;10;7;65;75;Pressure
Fyodor Smolov;Russia;7525;10;7;56;5;Dispossessed
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;10;7;65;76;Duel
Yuri Zhirkov;Russia;7525;10;23;54;1;Pass
Alan Dzagoev;Russia;7525;10;24;64;7;Ball Receipt*
Alan Dzagoev;Russia;7525;10;24;66;9;Pass
Yuri Zhirkov;Russia;7525;10;27;46;3;Ball Receipt*
Yuri Zhirkov;Russia;7525;10;27;46;3;Carry
Yuri Zhirkov;Russia;7525;10;27;43;3;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;10;28;85;68;Pressure
Sergei Ignashevich;Russia;7525;10;29;27;10;Ball Receipt*
Sergei Ignashevich;Russia;7525;10;29;26;11;Pass
Ilya Kutepov;Russia;7525;10;31;26;47;Ball Receipt*
Ilya Kutepov;Russia;7525;10;31;26;47;Carry
Ilya Kutepov;Russia;7525;10;34;35;59;Pass
Yury Gazinskiy;Russia;7525;10;35;42;66;Ball Receipt*
Yury Gazinskiy;Russia;7525;10;35;42;66;Carry
Yury Gazinskiy;Russia;7525;10;38;47;73;Pass
Roman Zobnin;Russia;7525;10;40;56;53;Ball Receipt*
Roman Zobnin;Russia;7525;10;40;56;53;Carry
Roman Zobnin;Russia;7525;10;40;55;54;Pass
Mario Figueira Fernandes;Russia;7525;10;42;79;79;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;10;42;46;6;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;10;43;48;13;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;10;43;49;12;Miscontrol
Roman Zobnin;Russia;7525;10;43;69;66;Ball Recovery
Roman Zobnin;Russia;7525;10;43;69;66;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;10;47;32;18;Pressure
Roman Zobnin;Russia;7525;10;48;93;58;Pass
Alan Dzagoev;Russia;7525;10;48;101;51;Ball Receipt*
Alan Dzagoev;Russia;7525;10;48;101;51;Carry
Alan Dzagoev;Russia;7525;10;49;106;49;Shot
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;10;49;14;32;Block
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;10;50;3;38;Goal Keeper
Yuri Zhirkov;Russia;7525;11;23;120;2;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;11;24;4;46;Clearance
Aleksandr Golovin;Russia;7525;11;26;100;25;Ball Recovery
Aleksandr Golovin;Russia;7525;11;26;100;25;Carry
Aleksandr Golovin;Russia;7525;11;27;104;17;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;11;27;15;65;Pressure
Yuri Zhirkov;Russia;7525;11;28;106;6;Ball Receipt*
Yuri Zhirkov;Russia;7525;11;28;104;6;Pass
Aleksandr Golovin;Russia;7525;11;29;98;12;Ball Receipt*
Aleksandr Golovin;Russia;7525;11;29;98;12;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;11;29;19;65;Pressure
Aleksandr Golovin;Russia;7525;11;30;97;14;Pass
Yury Gazinskiy;Russia;7525;11;32;112;46;Ball Receipt*
Yury Gazinskiy;Russia;7525;11;32;112;47;Shot
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;11;33;2;38;Goal Keeper
Mario Figueira Fernandes;Russia;7525;12;34;51;76;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;12;35;63;3;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;12;36;41;3;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;12;36;41;3;Carry
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;12;40;33;6;Pass
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;12;42;14;32;Ball Receipt*
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;12;42;14;32;Carry
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;12;43;15;36;Pass
Mohammed Al Burayk;Saudi Arabia;7525;12;47;55;77;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;12;47;58;76;Duel
Yuri Zhirkov;Russia;7525;12;47;63;5;Pass
Yuri Zhirkov;Russia;7525;12;59;40;5;Pass
Aleksandr Golovin;Russia;7525;13;0;47;4;Ball Receipt*
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;13;0;71;74;Pass
Roman Zobnin;Russia;7525;13;1;47;7;Ball Recovery
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;13;2;72;76;50/50
Aleksandr Golovin;Russia;7525;13;2;49;5;50/50
Yuri Zhirkov;Russia;7525;13;15;54;1;Pass
Fyodor Smolov;Russia;7525;13;17;76;11;Ball Receipt*
Fyodor Smolov;Russia;7525;13;17;73;13;Duel
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;13;17;48;68;Pass
Aleksandr Golovin;Russia;7525;13;19;70;14;Pass
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;13;21;38;57;Pass
Aleksandr Golovin;Russia;7525;13;22;76;15;Ball Recovery
Aleksandr Golovin;Russia;7525;13;22;76;15;Carry
Aleksandr Golovin;Russia;7525;13;23;81;13;Pass
Fyodor Smolov;Russia;7525;13;24;90;14;Ball Receipt*
Yury Gazinskiy;Russia;7525;13;52;59;70;Pass
Sergei Ignashevich;Russia;7525;13;54;33;42;Ball Receipt*
Sergei Ignashevich;Russia;7525;13;54;33;42;Carry
Sergei Ignashevich;Russia;7525;13;55;33;41;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;13;57;82;7;Pressure
Ilya Kutepov;Russia;7525;13;58;43;75;Ball Receipt*
Ilya Kutepov;Russia;7525;13;58;43;75;Carry
Ilya Kutepov;Russia;7525;13;58;42;72;Pass
Mario Figueira Fernandes;Russia;7525;13;59;56;73;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;13;59;58;73;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;13;59;63;6;Pressure
Yury Gazinskiy;Russia;7525;14;0;47;66;Ball Receipt*
Yury Gazinskiy;Russia;7525;14;0;47;66;Carry
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;14;0;78;20;Pressure
Yury Gazinskiy;Russia;7525;14;0;46;67;Pass
Igor Akinfeev;Russia;7525;14;2;16;46;Ball Receipt*
Igor Akinfeev;Russia;7525;14;2;16;46;Carry
Igor Akinfeev;Russia;7525;14;2;15;45;Pass
Sergei Ignashevich;Russia;7525;14;4;25;38;Ball Receipt*
Sergei Ignashevich;Russia;7525;14;4;25;38;Carry
Sergei Ignashevich;Russia;7525;14;6;29;40;Pass
Ilya Kutepov;Russia;7525;14;8;26;70;Ball Receipt*
Ilya Kutepov;Russia;7525;14;8;26;70;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;14;9;92;8;Pressure
Ilya Kutepov;Russia;7525;14;10;24;73;Pass
Fyodor Smolov;Russia;7525;14;14;95;60;Ball Receipt*
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;14;14;23;18;Pass
Fyodor Smolov;Russia;7525;14;20;113;80;Pass
Alan Dzagoev;Russia;7525;14;21;104;71;Ball Receipt*
Alan Dzagoev;Russia;7525;14;21;104;71;Carry
Alan Dzagoev;Russia;7525;14;23;106;74;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;14;23;17;6;Pressure
Fyodor Smolov;Russia;7525;14;23;106;77;Ball Receipt*
Fyodor Smolov;Russia;7525;14;23;106;77;Carry
Fyodor Smolov;Russia;7525;14;24;104;76;Pass
Aleksandr Samedov;Russia;7525;14;24;106;78;Ball Receipt*
Aleksandr Samedov;Russia;7525;14;24;105;78;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;14;27;39;5;Pressure
Roman Zobnin;Russia;7525;14;27;75;77;Ball Receipt*
Roman Zobnin;Russia;7525;14;27;75;77;Carry
Roman Zobnin;Russia;7525;14;28;76;77;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;14;28;29;4;Pressure
Aleksandr Samedov;Russia;7525;14;29;86;78;Ball Receipt*
Aleksandr Samedov;Russia;7525;14;29;86;78;Carry
Aleksandr Samedov;Russia;7525;14;29;91;78;Pass
Roman Zobnin;Russia;7525;14;30;88;72;Ball Receipt*
Roman Zobnin;Russia;7525;14;30;88;72;Pass
Mario Figueira Fernandes;Russia;7525;14;31;98;76;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;14;31;24;6;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;14;32;41;7;Ball Receipt*
Salman Mohammed Al Faraj;Saudi Arabia;7525;14;32;41;7;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;14;32;41;7;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;14;33;41;3;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;14;33;41;3;Carry
Salem Mohammed Al Dawsari;Saudi Arabia;7525;14;34;42;3;Dispossessed
Roman Zobnin;Russia;7525;14;34;79;78;Duel
Roman Zobnin;Russia;7525;14;34;79;78;Carry
Roman Zobnin;Russia;7525;14;35;80;75;Pass
Alan Dzagoev;Russia;7525;14;36;87;68;Ball Receipt*
Alan Dzagoev;Russia;7525;14;36;87;68;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;14;36;28;13;Pressure
Alan Dzagoev;Russia;7525;14;39;100;57;Pass
Mario Figueira Fernandes;Russia;7525;14;41;117;57;Ball Receipt*
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;16;8;14;46;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;16;12;83;56;Foul Committed
Sergei Ignashevich;Russia;7525;16;12;38;25;Foul Won
Sergei Ignashevich;Russia;7525;16;39;38;20;Pass
Mario Figueira Fernandes;Russia;7525;16;42;86;70;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;16;42;71;71;Duel
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;16;42;50;10;Pass
Ilya Kutepov;Russia;7525;16;44;58;69;Pass
Alan Dzagoev;Russia;7525;16;45;74;64;Ball Receipt*
Alan Dzagoev;Russia;7525;16;45;74;64;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;16;46;46;14;Pressure
Alan Dzagoev;Russia;7525;16;47;71;47;Pass
Roman Zobnin;Russia;7525;16;49;62;30;Ball Receipt*
Roman Zobnin;Russia;7525;16;49;62;30;Carry
Roman Zobnin;Russia;7525;16;52;69;23;Pass
Yuri Zhirkov;Russia;7525;16;53;87;5;Ball Receipt*
Yuri Zhirkov;Russia;7525;16;53;87;5;Carry
Mohammed Al Burayk;Saudi Arabia;7525;16;53;27;76;Pressure
Yuri Zhirkov;Russia;7525;16;54;86;2;Pass
Aleksandr Golovin;Russia;7525;16;54;86;12;Ball Receipt*
Aleksandr Golovin;Russia;7525;16;54;86;12;Carry
Aleksandr Golovin;Russia;7525;16;54;86;10;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;16;54;28;68;Pressure
Yuri Zhirkov;Russia;7525;16;55;83;5;Ball Receipt*
Yuri Zhirkov;Russia;7525;16;55;83;5;Carry
Yuri Zhirkov;Russia;7525;16;55;83;5;Pass
Roman Zobnin;Russia;7525;16;58;66;15;Ball Receipt*
Roman Zobnin;Russia;7525;16;58;66;15;Carry
Roman Zobnin;Russia;7525;16;58;63;17;Pass
Sergei Ignashevich;Russia;7525;17;0;41;31;Ball Receipt*
Sergei Ignashevich;Russia;7525;17;0;41;31;Carry
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;17;0;81;53;Pressure
Sergei Ignashevich;Russia;7525;17;1;39;34;Pass
Ilya Kutepov;Russia;7525;17;2;42;55;Ball Receipt*
Ilya Kutepov;Russia;7525;17;2;37;53;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;17;2;73;25;Pressure
Igor Akinfeev;Russia;7525;17;4;15;50;Ball Receipt*
Igor Akinfeev;Russia;7525;17;4;15;50;Carry
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;17;4;94;36;Pressure
Igor Akinfeev;Russia;7525;17;6;12;58;Pass
Mario Figueira Fernandes;Russia;7525;17;9;68;77;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;17;9;67;77;Pass
Fyodor Smolov;Russia;7525;17;10;76;75;Ball Receipt*
Fyodor Smolov;Russia;7525;17;10;76;72;Pass
Aleksandr Samedov;Russia;7525;17;12;73;70;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;17;12;44;15;Interception
Abdullah Ibrahim Otayf;Saudi Arabia;7525;17;12;44;15;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;17;13;38;13;Dispossessed
Aleksandr Samedov;Russia;7525;17;13;83;68;Duel
Fyodor Smolov;Russia;7525;17;14;81;71;Ball Recovery
Fyodor Smolov;Russia;7525;17;14;81;71;Carry
Fyodor Smolov;Russia;7525;17;17;85;56;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;17;18;25;9;Pressure
Mario Figueira Fernandes;Russia;7525;17;19;101;76;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;17;19;101;76;Carry
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;17;20;11;5;Pressure
Mario Figueira Fernandes;Russia;7525;17;21;111;77;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;17;21;12;6;Block
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;17;24;5;4;Pressure
Mario Figueira Fernandes;Russia;7525;17;25;117;78;Ball Recovery
Mario Figueira Fernandes;Russia;7525;17;25;117;78;Carry
Mario Figueira Fernandes;Russia;7525;17;25;117;78;Pass
Aleksandr Samedov;Russia;7525;17;25;103;77;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;17;38;12;1;Pass
Ilya Kutepov;Russia;7525;17;40;71;78;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;17;41;44;3;Block
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;17;43;70;3;Pressure
Sergei Ignashevich;Russia;7525;17;44;51;78;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;17;52;83;1;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;17;52;81;5;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;17;52;81;5;Carry
Yury Gazinskiy;Russia;7525;17;53;35;69;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;17;53;82;6;Pass
Aleksandr Samedov;Russia;7525;17;54;38;74;Pressure
Salman Mohammed Al Faraj;Saudi Arabia;7525;17;54;85;2;Ball Receipt*
Salman Mohammed Al Faraj;Saudi Arabia;7525;17;54;85;2;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;17;55;85;2;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;17;57;76;2;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;17;57;76;2;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;17;58;69;6;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;17;58;69;6;Carry
Alan Dzagoev;Russia;7525;17;58;52;70;Pressure
Abdullah Ibrahim Otayf;Saudi Arabia;7525;17;58;69;5;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;17;59;79;3;Ball Receipt*
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;17;59;79;3;Carry
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;18;1;82;4;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;18;2;76;14;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;18;2;76;14;Carry
Roman Zobnin;Russia;7525;18;2;41;56;Pressure
Salem Mohammed Al Dawsari;Saudi Arabia;7525;18;2;73;14;Pass
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;18;4;40;21;Ball Receipt*
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;18;4;40;21;Carry
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;18;5;41;23;Pass
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;6;47;46;Ball Receipt*
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;6;47;46;Carry
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;7;48;52;Pass
Mohammed Al Burayk;Saudi Arabia;7525;18;9;72;77;Ball Receipt*
Mohammed Al Burayk;Saudi Arabia;7525;18;9;72;77;Carry
Mohammed Al Burayk;Saudi Arabia;7525;18;10;71;77;Pass
Aleksandr Golovin;Russia;7525;18;11;45;5;Block
Mohammed Al Burayk;Saudi Arabia;7525;18;19;96;80;Pass
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;22;58;73;Ball Receipt*
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;22;58;73;Carry
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;24;58;72;Pass
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;18;26;47;35;Ball Receipt*
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;18;26;47;35;Carry
Alan Dzagoev;Russia;7525;18;29;68;45;Pressure
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;18;30;52;29;Pass
Yasir Gharsan Al Shahrani;Saudi Arabia;7525;18;32;64;3;Ball Receipt*
Mario Figueira Fernandes;Russia;7525;18;32;51;75;Pass
Aleksandr Samedov;Russia;7525;18;35;91;71;Ball Receipt*
Aleksandr Samedov;Russia;7525;18;35;91;71;Carry
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;18;35;28;11;Pressure
Aleksandr Samedov;Russia;7525;18;35;88;69;Pass
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;37;16;41;Ball Recovery
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;18;42;5;44;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;18;46;65;29;Ball Receipt*
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;18;46;66;30;Duel
Sergei Ignashevich;Russia;7525;18;46;55;51;Pass
Yury Gazinskiy;Russia;7525;18;47;67;50;Ball Receipt*
Yury Gazinskiy;Russia;7525;18;47;67;50;Carry
Yury Gazinskiy;Russia;7525;18;47;66;50;Miscontrol
Salman Mohammed Al Faraj;Saudi Arabia;7525;18;48;47;28;Ball Recovery
Salman Mohammed Al Faraj;Saudi Arabia;7525;18;48;47;28;Carry
Salman Mohammed Al Faraj;Saudi Arabia;7525;18;49;48;30;Pass
Taisir Jabir Al Jassim;Saudi Arabia;7525;18;50;53;42;Ball Receipt*
Taisir Jabir Al Jassim;Saudi Arabia;7525;18;50;53;42;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;18;50;44;36;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;18;50;44;36;Pass
Fyodor Smolov;Russia;7525;18;51;74;36;Pressure
Taisir Jabir Al Jassim;Saudi Arabia;7525;18;52;52;42;Ball Receipt*
Taisir Jabir Al Jassim;Saudi Arabia;7525;18;52;52;42;Carry
Taisir Jabir Al Jassim;Saudi Arabia;7525;18;55;39;46;Pass
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;56;38;35;Ball Receipt*
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;56;38;35;Carry
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;18;57;37;35;Pass
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;18;58;39;17;Ball Receipt*
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;18;58;39;17;Carry
Omar Ibrahim Omar Othman Hawsawi;Saudi Arabia;7525;19;1;40;18;Pass
Abdullah Ibrahim Otayf;Saudi Arabia;7525;19;2;35;34;Ball Receipt*
Abdullah Ibrahim Otayf;Saudi Arabia;7525;19;2;35;34;Carry
Abdullah Ibrahim Otayf;Saudi Arabia;7525;19;6;34;37;Pass
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;19;7;32;51;Ball Receipt*
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;19;7;32;51;Carry
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;19;9;34;53;Pass
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;19;10;56;60;Ball Receipt*
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;19;10;56;60;Carry
Aleksandr Golovin;Russia;7525;19;10;64;17;Pressure
Fyodor Smolov;Russia;7525;19;12;79;25;Pressure
Yehya Sulaiman Ali Al-Shehri;Saudi Arabia;7525;19;12;46;59;Pass
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;19;16;26;69;Ball Receipt*
Osama Abdulrezag Hawsawi;Saudi Arabia;7525;19;16;26;69;Pass
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;19;18;8;56;Ball Receipt*
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;19;18;8;56;Carry
Abdullah Ibrahim Al Maiouf;Saudi Arabia;7525;19;24;13;53;Pass
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;19;28;76;44;Ball Receipt*
Sergei Ignashevich;Russia;7525;19;28;44;41;Pass
Aleksandr Samedov;Russia;7525;19;29;64;51;Ball Receipt*
Aleksandr Samedov;Russia;7525;19;29;64;50;Pass
Roman Zobnin;Russia;7525;19;31;59;37;Ball Receipt*
Roman Zobnin;Russia;7525;19;31;59;37;Carry
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;19;33;65;36;Pressure
Mohammad Ibrahim Al Sahlawi;Saudi Arabia;7525;19;34;64;30;Foul Committed
Roman Zobnin;Russia;7525;19;34;57;51;Foul Won
Sergei Ignashevich;Russia;7525;19;52;54;53;Pass
Yuri Zhirkov;Russia;7525;19;55;95;6;Ball Receipt*
Yuri Zhirkov;Russia;7525;19;55;95;6;Carry
Mohammed Al Burayk;Saudi Arabia;7525;19;55;22;71;Pressure
Yuri Zhirkov;Russia;7525;19;56;95;6;Pass
Aleksandr Golovin;Russia;7525;19;57;101;16;Ball Receipt*
Aleksandr Golovin;Russia;7525;19;57;101;16;Carry
Aleksandr Golovin;Russia;7525;19;59;106;25;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;20;4;14;13;Pass
Salman Mohammed Al Faraj;Saudi Arabia;7525;20;5;25;14;Ball Receipt*
Salman Mohammed Al Faraj;Saudi Arabia;7525;20;5;25;14;Pass
Salem Mohammed Al Dawsari;Saudi Arabia;7525;20;7;26;2;Ball Receipt*
Salem Mohammed Al Dawsari;Saudi Arabia;7525;20;7;26;2;Carry
Salem Mohammed Al Dawsari;Saudi Arabia;7525;20;7;29;2;Pass
